	verse	poem_name	count_syllabs	syllabs_order	is_true_syllabic
234	В тебе же и богомудрыя зело просия.	О гонении на  Святую церковь, Краеграние14 сие по буквам	14	[2, 3, 4, 9, 11]	False
235	Возлюбим непревратное38 благоразумие,	О гонении на  Святую церковь, Краеграние14 сие по буквам	14	[3, 8]	False
236	И отринем от себе суетное суеумие,	О гонении на  Святую церковь, Краеграние14 сие по буквам	16	[1, 4, 5, 7, 11]	False
237	И будем прости39 работати,	О гонении на  Святую церковь, Краеграние14 сие по буквам	9	[1, 3, 5]	False
238	Ни дохматы вечныя от себе отринути.	О гонении на  Святую церковь, Краеграние14 сие по буквам	14	[1, 4, 7, 8, 10]	False
239	Не наши суть пастыри западныя отцы,	О гонении на  Святую церковь, Краеграние14 сие по буквам	13	[1, 3, 4, 7, 11]	False
240	Но римский святители Быша волцы.	О гонении на  Святую церковь, Краеграние14 сие по буквам	11	[1, 3, 7, 9]	False
241	Не мы быхом отметницы40 святыя веры,	О гонении на  Святую церковь, Краеграние14 сие по буквам	13	[1, 2, 4, 8, 11]	False
242	Но еретицы творят присныя41 Богу оферы.	О гонении на  Святую церковь, Краеграние14 сие по буквам	15	[1, 5, 7, 10, 12]	False
243	Не наши пастыри церковнии сопостаты,	О гонении на  Святую церковь, Краеграние14 сие по буквам	14	[1, 3, 6, 10]	False
244	Иже прелазят, а не входят истинными враты.	О гонении на  Святую церковь, Краеграние14 сие по буквам	15	[2, 5, 6, 7, 9, 13]	False
245	Не таков бысть Господь, иже наш Спаситель,	О гонении на  Святую церковь, Краеграние14 сие по буквам	12	[1, 3, 4, 6, 8, 9]	False
246	И Андрей апостол, российский учитель.	О гонении на  Святую церковь, Краеграние14 сие по буквам	12	[1, 3, 6, 9]	False
247	Не таковы римские учители,	О гонении на  Святую церковь, Краеграние14 сие по буквам	11	[1, 4, 7]	False
248	Но всему миру великия мучители,	О гонении на  Святую церковь, Краеграние14 сие по буквам	13	[1, 3, 5, 9]	False
249	Несть бо их дух з Богом над земными,	О гонении на  Святую церковь, Краеграние14 сие по буквам	10	[1, 2, 3, 4, 6, 7]	False
250	Начало з богоненавистными убийцами.	О гонении на  Святую церковь, Краеграние14 сие по буквам	14	[3, 10]	False
251	Мы же возлюбим Христу угождати	О гонении на  Святую церковь, Краеграние14 сие по буквам	11	[1, 2, 5, 7]	False
252	И святое имя его величати,	О гонении на  Святую церковь, Краеграние14 сие по буквам	12	[1, 4, 6, 8]	False
253	И сохраним твердо гонимую веру,	О гонении на  Святую церковь, Краеграние14 сие по буквам	12	[1, 4, 6, 10]	False
254	И отмещем42 мерзскую оферу.	О гонении на  Святую церковь, Краеграние14 сие по буквам	10	[1, 4, 7]	False
255	И беды и страхи их скоро минуют,	О гонении на  Святую церковь, Краеграние14 сие по буквам	12	[1, 3, 4, 6, 7, 9]	False
